job_id,job_title,company,location,experience,salary_inr,employment_type,skills,salary_lpa
JOB00303,Full Stack Developer,CodeCraft,Mumbai,0-1 years,417564,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,4.17564
JOB00304,Full Stack Developer,TechNova,Pune,3-5 years,561595,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,5.61595
JOB00305,AI/ML Engineer,TechNova,Pune,1-3 years,863244,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,8.63244
JOB00306,Cloud Engineer,NextGen Systems,Chennai,3-5 years,643885,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; DSA,6.43885
JOB00307,Data Analyst,CloudPeak,Delhi NCR,3-5 years,2187646,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; HTML; Linux,21.87646
JOB00308,Data Scientist,CloudPeak,Delhi NCR,3-5 years,1517522,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Git; Azure,15.17522
JOB00309,Cloud Engineer,Aster Labs,Delhi NCR,1-3 years,1997951,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; DSA; Power BI; PyTorch,19.97951
JOB00310,Full Stack Developer,VisionWorks,Chennai,0-1 years,1932125,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Power BI; Docker,19.32125
JOB00311,AI/ML Engineer,CodeCraft,Pune,3-5 years,470846,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; React,4.70846
JOB00312,Full Stack Developer,InnoByte,Pune,1-3 years,1042611,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Linux; Machine Learning; Excel,10.42611
JOB00313,Cloud Engineer,CodeCraft,Delhi NCR,3-5 years,913004,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; DSA,9.13004
JOB00314,Software Developer,DataBridge,Pune,0-1 years,744607,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,7.44607
JOB00315,Data Analyst,DataBridge,Delhi NCR,0-1 years,794193,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,7.94193
JOB00316,Data Scientist,DataBridge,Mumbai,1-3 years,1181797,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Docker,11.81797
JOB00317,Data Scientist,Aster Labs,Mumbai,1-3 years,898534,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Terraform; Linux; HTML,8.98534
JOB00318,Software Developer,CodeCraft,Bengaluru,3-5 years,1006245,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; NumPy; Linux; Pandas,10.06245
JOB00319,AI/ML Engineer,CodeCraft,Hyderabad,0-1 years,896882,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; AWS,8.96882
JOB00320,Data Analyst,DataBridge,Pune,3-5 years,1544935,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Node.js,15.44935
JOB00321,AI/ML Engineer,VisionWorks,Pune,0-1 years,1867410,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; JavaScript; Scikit-learn,18.6741
JOB00322,Data Analyst,VisionWorks,Chennai,3-5 years,1860606,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Deep Learning,18.60606
JOB00323,Software Developer,InnoByte,Remote,3-5 years,2109654,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,21.09654
JOB00324,Software Developer,CloudPeak,Bengaluru,0-1 years,1833042,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Docker; Machine Learning; Data Visualization,18.33042
JOB00325,Data Scientist,VisionWorks,Bengaluru,0-1 years,1732619,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Azure; REST API,17.32619
JOB00326,Cloud Engineer,NextGen Systems,Bengaluru,3-5 years,1473524,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; CSS; Statistics; Node.js,14.73524
JOB00327,AI/ML Engineer,CloudPeak,Chennai,0-1 years,1449715,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Docker; DSA; Statistics,14.49715
JOB00328,Cloud Engineer,CodeCraft,Bengaluru,1-3 years,2017102,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Power BI; Node.js,20.17102
JOB00329,Data Scientist,InnoByte,Delhi NCR,3-5 years,979092,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Excel,9.79092
JOB00330,Software Developer,TechNova,Delhi NCR,0-1 years,467681,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Power BI; Terraform; Scikit-learn,4.67681
JOB00331,Data Scientist,DataBridge,Remote,3-5 years,831855,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; JavaScript; DSA; Azure,8.31855
JOB00332,Data Scientist,NextGen Systems,Mumbai,3-5 years,1785351,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Azure; CSS,17.85351
JOB00333,Software Developer,DataBridge,Mumbai,0-1 years,382837,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; NumPy,3.82837
JOB00334,Data Scientist,CloudPeak,Mumbai,0-1 years,977629,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,9.77629
JOB00335,Data Scientist,InnoByte,Mumbai,3-5 years,2007794,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Networking; Data Visualization,20.07794
JOB00336,Software Developer,DataBridge,Remote,0-1 years,1266640,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,12.6664
JOB00337,Cloud Engineer,VisionWorks,Pune,0-1 years,1993219,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Pandas; CSS; Node.js,19.93219
JOB00338,Cloud Engineer,NextGen Systems,Remote,0-1 years,529713,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; REST API; HTML; PyTorch,5.29713
JOB00339,Software Developer,CloudPeak,Pune,3-5 years,911978,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,9.11978
JOB00340,Full Stack Developer,TechNova,Hyderabad,1-3 years,541932,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; NumPy; Pandas; Data Visualization,5.41932
JOB00341,Data Analyst,InnoByte,Chennai,1-3 years,627887,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,6.27887
JOB00342,Cloud Engineer,InnoByte,Mumbai,3-5 years,1092212,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Deep Learning; CSS; Data Visualization,10.92212
JOB00343,Data Scientist,CodeCraft,Pune,0-1 years,962048,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,9.62048
JOB00344,Cloud Engineer,CodeCraft,Chennai,0-1 years,705641,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Scikit-learn,7.05641
JOB00345,Data Analyst,CloudPeak,Pune,1-3 years,482680,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; REST API; Deep Learning,4.8268
JOB00346,Data Analyst,VisionWorks,Mumbai,3-5 years,867136,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; CSS; Networking; JavaScript,8.67136
JOB00347,Data Scientist,NextGen Systems,Bengaluru,1-3 years,634142,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,6.34142
JOB00348,Cloud Engineer,CloudPeak,Hyderabad,1-3 years,1253067,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Pandas; React; Statistics,12.53067
JOB00349,AI/ML Engineer,CloudPeak,Pune,1-3 years,1008890,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Scikit-learn,10.0889
JOB00350,AI/ML Engineer,CodeCraft,Hyderabad,0-1 years,937832,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; HTML; Networking; Power BI,9.37832
JOB00351,Full Stack Developer,VisionWorks,Delhi NCR,0-1 years,406447,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Terraform,4.06447
JOB00352,Data Analyst,CodeCraft,Delhi NCR,1-3 years,2067495,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,20.67495
JOB00353,AI/ML Engineer,CloudPeak,Delhi NCR,1-3 years,1731316,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; HTML; JavaScript,17.31316
JOB00354,Software Developer,TechNova,Remote,1-3 years,1490106,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Scikit-learn; Power BI; PyTorch,14.90106
JOB00355,Cloud Engineer,DataBridge,Delhi NCR,3-5 years,579364,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,5.79364
JOB00356,Full Stack Developer,CodeCraft,Remote,1-3 years,1531158,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,15.31158
JOB00357,Software Developer,NextGen Systems,Chennai,3-5 years,556792,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,5.56792
JOB00358,Cloud Engineer,CodeCraft,Pune,3-5 years,1134585,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; React,11.34585
JOB00359,AI/ML Engineer,VisionWorks,Bengaluru,1-3 years,401511,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Node.js,4.01511
JOB00360,Software Developer,CloudPeak,Hyderabad,1-3 years,2093399,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,20.93399
JOB00361,Data Scientist,Aster Labs,Pune,0-1 years,1362769,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; React,13.62769
JOB00362,AI/ML Engineer,InnoByte,Bengaluru,1-3 years,443707,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Networking; CSS; Linux,4.43707
JOB00363,Software Developer,CloudPeak,Mumbai,0-1 years,1432117,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Machine Learning,14.32117
JOB00364,Cloud Engineer,CloudPeak,Chennai,3-5 years,1670703,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; React; Machine Learning; PyTorch,16.70703
JOB00365,Data Scientist,CodeCraft,Pune,0-1 years,1591940,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; AWS; Docker; PyTorch,15.9194
JOB00366,Full Stack Developer,InnoByte,Mumbai,0-1 years,1927740,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Machine Learning,19.2774
JOB00367,Full Stack Developer,InnoByte,Hyderabad,3-5 years,1309552,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; NumPy; Excel,13.09552
JOB00368,Cloud Engineer,InnoByte,Hyderabad,1-3 years,1581038,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; PyTorch; Statistics,15.81038
JOB00369,Cloud Engineer,InnoByte,Delhi NCR,0-1 years,1638667,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; NumPy,16.38667
JOB00370,Software Developer,CloudPeak,Hyderabad,3-5 years,595259,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Node.js,5.95259
JOB00371,Cloud Engineer,CloudPeak,Pune,3-5 years,1237176,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; REST API; Excel; PyTorch,12.37176
JOB00372,AI/ML Engineer,VisionWorks,Hyderabad,0-1 years,699942,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Terraform,6.99942
JOB00373,Data Analyst,CloudPeak,Chennai,1-3 years,1366298,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Azure; Networking; AWS,13.66298
JOB00374,Cloud Engineer,VisionWorks,Pune,0-1 years,1839276,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; REST API; SQL; Statistics,18.39276
JOB00375,Cloud Engineer,DataBridge,Hyderabad,0-1 years,2019083,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,20.19083
JOB00376,Full Stack Developer,VisionWorks,Mumbai,3-5 years,1536254,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Docker; Python,15.36254
JOB00377,Cloud Engineer,Aster Labs,Mumbai,0-1 years,911803,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,9.11803
JOB00378,Data Scientist,DataBridge,Hyderabad,0-1 years,564782,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Node.js,5.64782
JOB00379,Data Analyst,InnoByte,Remote,0-1 years,2164645,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; CSS; PyTorch,21.64645
JOB00380,AI/ML Engineer,CloudPeak,Remote,0-1 years,1642162,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; REST API; Docker,16.42162
JOB00381,Software Developer,CloudPeak,Hyderabad,3-5 years,1601701,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Terraform; Networking,16.01701
JOB00382,Data Analyst,CodeCraft,Bengaluru,1-3 years,634350,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; React; DSA,6.3435
JOB00383,Full Stack Developer,Aster Labs,Remote,0-1 years,656694,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Linux,6.56694
JOB00384,Data Scientist,VisionWorks,Bengaluru,3-5 years,1136793,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Data Visualization; Git; Node.js,11.36793
JOB00385,Data Scientist,Aster Labs,Mumbai,0-1 years,1373503,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Linux; PyTorch,13.73503
JOB00386,Software Developer,CodeCraft,Remote,0-1 years,806822,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Pandas; Data Visualization; Power BI,8.06822
JOB00387,Data Analyst,CloudPeak,Mumbai,1-3 years,1497793,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Linux; Machine Learning,14.97793
JOB00388,AI/ML Engineer,InnoByte,Delhi NCR,1-3 years,446349,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,4.46349
JOB00389,Software Developer,TechNova,Pune,0-1 years,1307387,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; React,13.07387
JOB00390,Full Stack Developer,Aster Labs,Hyderabad,0-1 years,545748,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Docker; Machine Learning,5.45748
JOB00391,AI/ML Engineer,NextGen Systems,Delhi NCR,3-5 years,1181188,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Azure,11.81188
JOB00392,Data Scientist,InnoByte,Bengaluru,0-1 years,1825761,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,18.25761
JOB00393,Software Developer,VisionWorks,Bengaluru,0-1 years,1439353,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Machine Learning,14.39353
JOB00394,Data Analyst,CodeCraft,Delhi NCR,0-1 years,2154264,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,21.54264
JOB00395,Software Developer,InnoByte,Bengaluru,1-3 years,537340,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Power BI,5.3734
JOB00396,Data Analyst,CloudPeak,Delhi NCR,3-5 years,1972064,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Node.js,19.72064
JOB00397,Software Developer,CloudPeak,Pune,1-3 years,1629932,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,16.29932
JOB00398,Full Stack Developer,VisionWorks,Remote,0-1 years,1642005,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; PyTorch,16.42005
JOB00399,Software Developer,CodeCraft,Hyderabad,1-3 years,1586426,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Deep Learning,15.86426
JOB00400,Full Stack Developer,InnoByte,Chennai,3-5 years,1701867,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Machine Learning,17.01867
JOB00401,Cloud Engineer,DataBridge,Delhi NCR,1-3 years,780850,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; CSS; NumPy,7.8085
JOB00402,AI/ML Engineer,DataBridge,Pune,1-3 years,1993751,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,19.93751
JOB00403,Full Stack Developer,Aster Labs,Chennai,1-3 years,1107277,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; DSA; Statistics; AWS,11.07277
JOB00404,Data Scientist,VisionWorks,Remote,0-1 years,1949552,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Terraform; Deep Learning,19.49552
JOB00405,Cloud Engineer,NextGen Systems,Chennai,0-1 years,378926,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,3.78926
JOB00406,Data Scientist,CodeCraft,Bengaluru,3-5 years,1238301,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; React; Node.js,12.38301
JOB00407,Cloud Engineer,NextGen Systems,Bengaluru,3-5 years,525315,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Node.js,5.25315
JOB00408,Full Stack Developer,CodeCraft,Delhi NCR,0-1 years,1000472,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Power BI; DSA,10.00472
JOB00409,Full Stack Developer,InnoByte,Pune,3-5 years,1261178,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,12.61178
JOB00410,Software Developer,CloudPeak,Delhi NCR,0-1 years,376560,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Excel; Deep Learning,3.7656
JOB00411,Data Scientist,NextGen Systems,Chennai,1-3 years,1992042,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; React; Terraform,19.92042
JOB00412,AI/ML Engineer,CodeCraft,Hyderabad,3-5 years,1052569,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; DSA; AWS,10.52569
JOB00413,Data Analyst,VisionWorks,Mumbai,1-3 years,1390496,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,13.90496
JOB00414,Data Scientist,NextGen Systems,Remote,0-1 years,679902,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Linux,6.79902
JOB00415,AI/ML Engineer,TechNova,Bengaluru,0-1 years,828998,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,8.28998
JOB00416,Software Developer,TechNova,Mumbai,3-5 years,725308,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Pandas; Power BI; Docker,7.25308
JOB00417,AI/ML Engineer,Aster Labs,Hyderabad,0-1 years,1222953,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; HTML; Networking; Terraform,12.22953
JOB00418,Data Analyst,TechNova,Chennai,0-1 years,1402856,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,14.02856
JOB00419,Software Developer,NextGen Systems,Hyderabad,0-1 years,1972204,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Data Visualization; React; Node.js,19.72204
JOB00420,Data Scientist,DataBridge,Hyderabad,3-5 years,1123679,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,11.23679
JOB00421,AI/ML Engineer,VisionWorks,Remote,0-1 years,1122325,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; React,11.22325
JOB00422,Cloud Engineer,CodeCraft,Bengaluru,0-1 years,363375,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Excel,3.63375
JOB00423,Data Analyst,TechNova,Remote,3-5 years,1052582,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,10.52582
JOB00424,AI/ML Engineer,DataBridge,Pune,1-3 years,1461101,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; DSA; Excel,14.61101
JOB00425,Full Stack Developer,CodeCraft,Delhi NCR,1-3 years,835433,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; DSA; Azure,8.35433
JOB00426,AI/ML Engineer,InnoByte,Mumbai,0-1 years,1567964,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,15.67964
JOB00427,Data Scientist,TechNova,Pune,3-5 years,1591295,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,15.91295
JOB00428,Full Stack Developer,CodeCraft,Delhi NCR,3-5 years,2029434,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Machine Learning; NumPy,20.29434
JOB00429,Data Analyst,CloudPeak,Remote,3-5 years,775119,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; JavaScript; HTML; CSS,7.75119
JOB00430,Full Stack Developer,VisionWorks,Pune,1-3 years,694719,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,6.94719
JOB00431,Software Developer,VisionWorks,Hyderabad,0-1 years,996568,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Linux; React,9.96568
JOB00432,Full Stack Developer,Aster Labs,Chennai,0-1 years,2103061,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Azure; Excel,21.03061
JOB00433,Full Stack Developer,NextGen Systems,Hyderabad,0-1 years,452656,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Power BI; Statistics,4.52656
JOB00434,Data Scientist,InnoByte,Remote,0-1 years,1318974,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Terraform; Excel; DSA,13.18974
JOB00435,Software Developer,DataBridge,Chennai,0-1 years,2091416,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,20.91416
JOB00436,Data Analyst,NextGen Systems,Remote,0-1 years,1571221,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,15.71221
JOB00437,Software Developer,CloudPeak,Bengaluru,1-3 years,2047222,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; React,20.47222
JOB00438,Software Developer,CodeCraft,Pune,0-1 years,2073199,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Azure; Excel; PyTorch,20.73199
JOB00439,AI/ML Engineer,NextGen Systems,Hyderabad,1-3 years,742484,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Docker; Node.js; Excel,7.42484
JOB00440,Software Developer,CodeCraft,Mumbai,1-3 years,1396251,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Node.js,13.96251
JOB00441,Software Developer,DataBridge,Delhi NCR,3-5 years,1229199,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Power BI; Docker,12.29199
JOB00442,AI/ML Engineer,Aster Labs,Pune,3-5 years,1152156,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,11.52156
JOB00443,Data Analyst,TechNova,Hyderabad,3-5 years,727101,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Node.js; JavaScript,7.27101
JOB00444,Software Developer,Aster Labs,Remote,3-5 years,1460299,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Azure; Scikit-learn,14.60299
JOB00445,Full Stack Developer,DataBridge,Hyderabad,3-5 years,869793,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,8.69793
JOB00446,Software Developer,CloudPeak,Chennai,0-1 years,1094079,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Power BI,10.94079
JOB00447,Data Analyst,Aster Labs,Mumbai,3-5 years,1825247,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Terraform; AWS,18.25247
JOB00448,Cloud Engineer,NextGen Systems,Chennai,1-3 years,1486917,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; SQL,14.86917
JOB00449,Software Developer,DataBridge,Bengaluru,3-5 years,837846,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,8.37846
JOB00450,Software Developer,CloudPeak,Remote,1-3 years,1064623,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Linux; Docker,10.64623
JOB00451,Software Developer,InnoByte,Remote,3-5 years,1973964,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Docker,19.73964
JOB00452,Software Developer,NextGen Systems,Hyderabad,0-1 years,1055819,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Power BI; Deep Learning,10.55819
JOB00453,AI/ML Engineer,Aster Labs,Chennai,3-5 years,1833070,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Scikit-learn; Networking; Docker,18.3307
JOB00454,Full Stack Developer,TechNova,Delhi NCR,3-5 years,722681,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Networking; Terraform; Deep Learning,7.22681
JOB00455,Cloud Engineer,Aster Labs,Remote,3-5 years,731853,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,7.31853
JOB00456,AI/ML Engineer,CloudPeak,Hyderabad,3-5 years,1390575,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,13.90575
JOB00457,Full Stack Developer,InnoByte,Remote,3-5 years,1684180,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; NumPy; Docker,16.8418
JOB00458,AI/ML Engineer,DataBridge,Chennai,3-5 years,906190,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; React; AWS,9.0619
JOB00459,Data Analyst,CodeCraft,Pune,3-5 years,450972,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; DSA; AWS,4.50972
JOB00460,Full Stack Developer,CodeCraft,Bengaluru,1-3 years,1495095,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Scikit-learn; Power BI; Pandas,14.95095
JOB00461,AI/ML Engineer,InnoByte,Remote,0-1 years,1296418,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Docker,12.96418
JOB00462,Software Developer,Aster Labs,Chennai,1-3 years,505609,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Networking; Deep Learning,5.05609
